companyId,name,url,file
wawa,와와발렛,https://airpick-reservation.web.app/h/wawa?src=business_card,wawa_와와발렛.png
gayu,가유,https://airpick-reservation.web.app/h/gayu?src=business_card,gayu_가유.png
hi,안녕주차대행,https://airpick-reservation.web.app/h/hi?src=business_card,hi_안녕주차대행.png
season,시즌주차대행,https://airpick-reservation.web.app/h/season?src=business_card,season_시즌주차대행.png
